complaint_id,complaint_text,category,submitted_via,created_date
112764,Very unhappy with the overall? service happening for the last 3 days,Other,Website,08-03-2024
112765,I<br>was charged twice for my last bill... this is unacceptable,Billing,Website,28-02-2024
112766,Facing<br>issues updating account details no response from support,Account Management,Website,07-05-2024
112767,<i>Facing issues updating! account details please resolve asap</i>,Account Management,Phone,23-06-2024
112768,<p>My account was locked without reason this is unacceptable</p>,Account Management,Chat,20-05-2024
112769,Late fee applied even though I paid on time please resolve asap,Billing,Chat,08-05-2024
112770,<p>Facing issues?? updating account details need urgent help</p>,Account Management,Email,26-06-2024
112771,Product quality is! not as advertised this is unacceptable,Product Issue,Phone,04-04-2024
112772,<i>I<br>want to file a general complaint no response from support</i>,Other,Website,12-02-2024
112773,Facing issues updating account details no response?? from support,Account Management,Chat,16-05-2024
112774,<p>Facing issues updating account details please resolve? asap</p>,Account Management,Chat,24-01-2024
112775,<b>Facing error? code while using the service no response from support</b>,Technical Support,Phone,02-09-2024
112776,Customer<br>support did not respond to my?? emails need urgent help,Other,Chat,18-02-2024
112777,Late<br>fee!! applied even though I paid on time this is unacceptable,Billing,Chat,08-05-2024
112778,Late fee applied even though I paid on time please resolve. asap,Billing,Email,02-08-2024
112779,<b>Received<br>a damaged product this## is unacceptable</b>,Product Issue,Chat,05-05-2024
112780,"My<br>payment was successful but the, bill still shows unpaid no response from support",Billing,Phone,02-02-2024
112781,<i>Unable<br>to login to my account need urgent help</i>,Account Management,Email,04-07-2024
112782,<b>Password reset link is not working please... resolve asap</b>,Account Management,Website,04-01-2024
112783,I want to file a general!! complaint happening for the last 3 days,Other,Chat,21-08-2024
112784,<i>Internet<br>connection keeps dropping frequently this is unacceptable</i>,Technical Support,Website,04-03-2024
112785,<p>App crashes whenever I try to open it please. resolve asap</p>,Technical Support,Email,03-06-2024
112786,<i>Service experience was poor please resolve asap</i>,Other,Phone,08-06-2024
112787,<p>Facing error code while using the? service no response from support</p>,Technical Support,Phone,24-06-2024
112788,Product quality## is not as advertised this is unacceptable,Product Issue,Website,01-05-2024
112789,<b>My payment was successful but the bill still shows unpaid no response from support</b>,Billing,Phone,08-08-2024
112790,<p>Very<br>unhappy with the overall service this is unacceptable</p>,Other,Website,08-03-2024
112791,<p>The product stopped working within a week?? need urgent help</p>,Product Issue,Email,05-04-2024
112792,<b>Incorrect<br>charges have appeared on!! my invoice no response from support</b>,Billing,Email,31-03-2024
112793,<i>Customer<br>support did not respond to my emails this is unacceptable</i>,Other,Phone,12-06-2024
112794,Product<br>quality is not as advertised? please resolve asap,Product Issue,Email,24-03-2024
112795,My<br>payment was successful but the. bill still shows unpaid happening for the last 3 days,Billing,Chat,24-07-2024
112796,<p>Received<br>a... damaged product please resolve asap</p>,Product Issue,Email,27-05-2024
112797,App crashes whenever I try to open it happening for the last!! 3 days,Technical Support,Website,01-03-2024
112798,"Internet connection keeps dropping frequently need urgent, help",Technical Support,Email,15-06-2024
112799,<b>Password<br>reset link is not working this!! is unacceptable</b>,Account Management,Email,28-05-2024
112800,The website is!! extremely slow and unresponsive need urgent help,Technical Support,Email,24-04-2024
112801,Missing components in the package happening for the last 3 days,Product Issue,Phone,03-03-2024
112802,Service experience was poor... this is unacceptable,Other,Chat,08-04-2024
112803,<p>Late<br>fee! applied even though I paid on time this is unacceptable</p>,Billing,Phone,02-10-2024
112804,Very unhappy with the overall service happening for the last 3 days,Other,Website,31-05-2024
112805,"Unable to login to my account, need urgent help",Account Management,Chat,08-07-2024
112806,The<br>website is extremely slow and unresponsive happening for the last 3 days,Technical Support,Website,25-06-2024
112807,<p>App crashes whenever I? try to open it this is unacceptable</p>,Technical Support,Website,19-06-2024
112808,The item does not function as## expected this is unacceptable,Product Issue,Chat,05-02-2024
112809,Late fee applied even!! though I paid on time no response from support,Billing,Website,31-08-2024
112810,Incorrect charges have appeared on my invoice happening for the last 3 days,Billing,Phone,09-06-2024
112811,<i>My payment was successful but the bill still shows unpaid no response from support</i>,Billing,Website,24-08-2024
112812,My payment was successful but the bill still shows unpaid this is unacceptable,Billing,Chat,02-07-2024
112813,Facing<br>issues updating account details no response from support,Account Management,Phone,02-06-2024
112814,Facing error code while using the## service need urgent help,Technical Support,Email,14-03-2024
112815,I want to file a general complaint need urgent help,Other,Chat,03-10-2024
112816,<b>Facing error code while using the service please resolve asap</b>,Technical Support,Website,30-04-2024
112817,<p>Facing<br>issues updating account details please resolve asap</p>,Account Management,Chat,08-02-2024
112818,<p>The website is... extremely slow and unresponsive no response from support</p>,Technical Support,Phone,18-08-2024
112819,Need clarification regarding company policy this is. unacceptable,Other,Website,07-01-2024
112820,I was charged twice for my last bill please resolve asap,Billing,Website,25-01-2024
112821,Service experience was poor no response. from support,Other,Website,26-01-2024
112822,<i>I was charged twice for my last bill need urgent help</i>,Billing,Phone,05-05-2024
112823,Customer<br>support did not respond! to my emails this is unacceptable,Other,Chat,19-01-2024
112824,<p>Facing error! code while using the service happening for the last 3 days</p>,Technical Support,Phone,19-07-2024
112825,<i>Need<br>clarification regarding company policy need urgent help</i>,Other,Website,09-02-2024
112826,I want to file a. general complaint this is unacceptable,Other,Chat,10-03-2024
112827,Customer support did not respond to my emails!! this is unacceptable,Other,Website,23-09-2024
112828,Unauthorized changes made to my account no response## from support,Account Management,Phone,17-03-2024
112829,Unable to connect to the server please?? resolve asap,Technical Support,Chat,07-04-2024
112830,Internet connection keeps dropping frequently happening for the last!! 3 days,Technical Support,Email,12-03-2024
112831,Need<br>clarification regarding company policy need! urgent help,Other,Phone,06-09-2024
112832,<b>Unexpected charges... added without notification please resolve asap</b>,Billing,Chat,26-05-2024
112833,The product stopped working within a week happening for? the last 3 days,Product Issue,Phone,24-07-2024
112834,The item does not function as expected no## response from support,Product Issue,Email,29-08-2024
112835,<i>I was charged twice for my last bill happening for the last 3 days</i>,Billing,Phone,25-03-2024
112836,Password reset link is not?? working need urgent help,Account Management,Chat,05-01-2024
112837,Missing components in the package happening for the last 3 days,Product Issue,Phone,20-03-2024
112838,Customer support did not respond to my emails no response from support,Other,Website,20-09-2024
112839,Facing error code while using the service please resolve asap,Technical Support,Chat,02-06-2024
112840,Facing error code!! while using the service happening for the last 3 days,Technical Support,Phone,07-09-2024
112841,Product quality is not as advertised## no response from support,Product Issue,Chat,17-07-2024
112842,Service<br>experience was poor need urgent! help,Other,Chat,17-10-2024
112843,Late fee applied even though I paid? on time no response from support,Billing,Chat,22-07-2024
112844,The<br>website is extremely slow and unresponsive need urgent? help,Technical Support,Chat,14-03-2024
112845,Unable<br>to login to my account please resolve asap,Account Management,Phone,28-03-2024
112846,Facing issues updating account details happening for? the last 3 days,Account Management,Email,23-08-2024
112847,Unauthorized changes made to my account no response from support,Account Management,Phone,24-07-2024
112848,Late fee applied even though I paid on time this is unacceptable,Billing,Email,27-04-2024
112849,Received a damaged product no?? response from support,Product Issue,Email,12-04-2024
112850,<p>I<br>want! to file a general complaint no response from support</p>,Other,Phone,16-03-2024
112851,<p>Internet connection keeps dropping frequently no response from support</p>,Technical Support,Email,06-08-2024
112852,<b>My account was locked without reason please resolve asap</b>,Account Management,Phone,16-06-2024
112853,<i>Facing<br>error code while using the service happening for the## last 3 days</i>,Technical Support,Chat,04-02-2024
112854,<i>Customer support did not respond to my emails? no response from support</i>,Other,Phone,09-06-2024
112855,Unable to connect to the server please resolve asap,Technical Support,Email,09-06-2024
112856,Unable to connect to the server need urgent help,Technical Support,Chat,01-05-2024
112857,Facing error code while using the service this is unacceptable,Technical Support,Phone,23-09-2024
112858,<b>Internet connection keeps dropping frequently no! response from support</b>,Technical Support,Email,14-05-2024
112859,<b>Unexpected charges? added without notification no response from support</b>,Billing,Chat,20-03-2024
112860,<i>Internet connection keeps dropping? frequently please resolve asap</i>,Technical Support,Phone,07-02-2024
112861,Unexpected<br>charges added without notification. no response from support,Billing,Website,25-10-2024
112862,My payment was successful but the bill still shows unpaid this is unacceptable,Billing,Website,20-05-2024
112863,<b>Product<br>quality is not as!! advertised no response from support</b>,Product Issue,Phone,01-02-2024
112864,<i>The<br>website is extremely slow and unresponsive need urgent help</i>,Technical Support,Chat,17-03-2024
112865,<i>My account was locked without! reason this is unacceptable</i>,Account Management,Phone,23-04-2024
112866,Unexpected charges added without notification no response from support,Billing,Email,04-08-2024
112867,<i>Facing error code while using the service this is unacceptable</i>,Technical Support,Website,13-04-2024
112868,<i>The product stopped... working within a week please resolve asap</i>,Product Issue,Website,13-07-2024
112869,Incorrect charges have appeared on my invoice happening for the last 3 days,Billing,Phone,09-02-2024
112870,<b>I<br>want to file a general complaint need urgent help</b>,Other,Website,28-01-2024
112871,App crashes whenever I try to open it happening? for the last 3 days,Technical Support,Website,12-03-2024
112872,Password reset link is not working happening for the last## 3 days,Account Management,Phone,26-05-2024
112873,Need clarification regarding company policy please resolve asap,Other,Website,31-08-2024
112874,<p>Unable to connect to the server happening## for the last 3 days</p>,Technical Support,Chat,17-02-2024
112875,Late fee applied even though I paid on time happening for the last 3? days,Billing,Website,11-01-2024
112876,Product quality is not!! as advertised happening for the last 3 days,Product Issue,Email,05-02-2024
112877,<p>Unauthorized changes made to my account this is unacceptable</p>,Account Management,Chat,24-05-2024
112878,<i>Facing issues updating account details need urgent... help</i>,Account Management,Phone,31-08-2024
112879,Missing<br>components in? the package need urgent help,Product Issue,Phone,17-10-2024
112880,"Very unhappy with the overall service happening for, the last 3 days",Other,Phone,29-03-2024
112881,The item does not function! as expected happening for the last 3 days,Product Issue,Phone,01-08-2024
112882,<b>Unauthorized<br>changes made to my account happening for the!! last 3 days</b>,Account Management,Email,25-08-2024
112883,<b>Very unhappy with the overall service? please resolve asap</b>,Other,Email,11-01-2024
112884,<p>Internet connection... keeps dropping frequently this is unacceptable</p>,Technical Support,Email,21-08-2024
112885,<p>Facing error code while using the service this is unacceptable</p>,Technical Support,Email,22-04-2024
112886,Internet connection keeps dropping frequently no response from support,Technical Support,Email,18-02-2024
112887,<i>Unable<br>to login to my## account please resolve asap</i>,Account Management,Email,14-09-2024
112888,"<i>Internet<br>connection keeps dropping frequently happening, for the last 3 days</i>",Technical Support,Email,19-08-2024
112889,Facing<br>error code while using? the service happening for the last 3 days,Technical Support,Email,02-02-2024
112890,<p>Missing components in the package please resolve asap</p>,Product Issue,Phone,20-07-2024
112891,Unable to! connect to the server no response from support,Technical Support,Chat,02-05-2024
112892,Unable<br>to login to my account this is unacceptable,Account Management,Chat,30-08-2024
112893,<p>The item does not function as expected this is unacceptable</p>,Product Issue,Email,03-07-2024
112894,"The website is, extremely slow and unresponsive need urgent help",Technical Support,Phone,26-04-2024
112895,Unexpected<br>charges added without notification need urgent help,Billing,Phone,16-10-2024
112896,<p>Very unhappy with the overall service this is unacceptable</p>,Other,Email,25-03-2024
112897,<b>Internet connection keeps dropping frequently happening for the last 3 days</b>,Technical Support,Email,25-08-2024
112898,<b>Unexpected charges added without notification please resolve asap</b>,Billing,Phone,30-05-2024
112899,"<b>The<br>item does not function as expected please, resolve asap</b>",Product Issue,Phone,23-04-2024
112900,Service experience was poor need urgent help,Other,Website,25-10-2024
112901,<p>Customer support did not respond to my emails this is unacceptable</p>,Other,Website,03-10-2024
112902,Very unhappy with the overall service this... is unacceptable,Other,Phone,05-01-2024
112903,Internet<br>connection keeps dropping. frequently happening for the last 3 days,Technical Support,Phone,02-05-2024
112904,"Received a damaged product happening for the, last 3 days",Product Issue,Chat,25-07-2024
112905,"Facing error code while using the service please, resolve asap",Technical Support,Website,14-06-2024
112906,Password reset link is not working this is unacceptable,Account Management,Chat,06-07-2024
112907,Unable to connect to the server no response from support,Technical Support,Phone,04-10-2024
112908,Facing error!! code while using the service this is unacceptable,Technical Support,Email,18-03-2024
112909,Missing components in the package no response from support,Product Issue,Website,07-08-2024
112910,Unable to login to my account happening for the last 3 days,Account Management,Website,04-01-2024
112911,<b>Incorrect charges have appeared on my invoice please resolve asap</b>,Billing,Website,04-09-2024
112912,Very unhappy with the!! overall service please resolve asap,Other,Phone,23-02-2024
112913,Facing issues updating. account details happening for the last 3 days,Account Management,Email,11-06-2024
112914,My payment was successful but the bill still shows unpaid no response! from support,Billing,Website,18-02-2024
112915,<b>My account was locked without?? reason this is unacceptable</b>,Account Management,Email,25-05-2024
112916,Facing<br>error code... while using the service please resolve asap,Technical Support,Website,08-03-2024
112917,<p>Need clarification regarding company policy. please resolve asap</p>,Other,Chat,23-08-2024
112918,"<i>Facing<br>error code while using, the service this is unacceptable</i>",Technical Support,Chat,28-06-2024
112919,Very unhappy? with the overall service please resolve asap,Other,Chat,25-06-2024
112920,The<br>website is extremely slow and unresponsive no response from support,Technical Support,Phone,29-06-2024
112921,<p>My account was locked without reason happening for... the last 3 days</p>,Account Management,Chat,19-10-2024
112922,Need clarification? regarding company policy no response from support,Other,Email,07-08-2024
112923,Need<br>clarification. regarding company policy need urgent help,Other,Email,27-03-2024
112924,Password reset link is not working no response from support,Account Management,Phone,12-04-2024
112925,The product stopped working within a! week this is unacceptable,Product Issue,Website,08-04-2024
112926,<p>Facing<br>error code while using the service this is unacceptable</p>,Technical Support,Email,14-01-2024
112927,<b>Incorrect<br>charges have appeared on my! invoice need urgent help</b>,Billing,Website,02-09-2024
112928,Very unhappy with the overall service happening for the last 3!! days,Other,Phone,25-05-2024
112929,Incorrect charges have!! appeared on my invoice no response from support,Billing,Website,11-09-2024
112930,The item does not function as expected. need urgent help,Product Issue,Chat,29-04-2024
112931,Late fee applied even though I paid on time happening?? for the last 3 days,Billing,Chat,23-10-2024
112932,<i>Need<br>clarification regarding company policy no response from... support</i>,Other,Chat,01-08-2024
112933,Internet connection keeps dropping frequently no response from?? support,Technical Support,Email,29-07-2024
112934,Unexpected charges added!! without notification please resolve asap,Billing,Website,23-04-2024
112935,<b>App crashes whenever## I try to open it no response from support</b>,Technical Support,Email,21-05-2024
112936,<p>Service experience was poor happening for the. last 3 days</p>,Other,Phone,15-05-2024
112937,<p>I<br>want to?? file a general complaint no response from support</p>,Other,Email,08-08-2024
112938,Internet<br>connection keeps dropping frequently no response from?? support,Technical Support,Email,30-01-2024
112939,My<br>payment was successful! but the bill still shows unpaid no response from support,Billing,Chat,07-02-2024
112940,<b>Very unhappy with the overall service please resolve asap</b>,Other,Email,05-04-2024
112941,<b>The product stopped working within a week please resolve asap</b>,Product Issue,Phone,30-06-2024
112942,<b>Missing components in?? the package need urgent help</b>,Product Issue,Email,16-06-2024
112943,<p>The website is extremely slow and unresponsive happening for the last 3 days</p>,Technical Support,Phone,01-09-2024
112944,Very unhappy with the overall service... please resolve asap,Other,Website,13-01-2024
112945,Customer support did not respond to my emails happening for the last. 3 days,Other,Chat,27-08-2024
112946,<i>I<br>want to file a general? complaint no response from support</i>,Other,Website,23-07-2024
112947,App crashes whenever I try to open it happening for? the last 3 days,Technical Support,Chat,17-10-2024
112948,Facing error code while using## the service happening for the last 3 days,Technical Support,Phone,28-05-2024
112949,The product stopped working within a week please resolve? asap,Product Issue,Website,07-10-2024
112950,<p>Service<br>experience was poor this is unacceptable</p>,Other,Email,20-09-2024
112951,"<i>Unable to login to my account please resolve, asap</i>",Account Management,Website,05-07-2024
112952,<p>Customer support did not. respond to my emails please resolve asap</p>,Other,Email,26-07-2024
112953,Internet connection keeps dropping frequently need urgent help,Technical Support,Email,24-09-2024
112954,<i>Unauthorized changes made to my account please resolve asap</i>,Account Management,Chat,24-01-2024
112955,Customer support did not respond to my emails this is unacceptable,Other,Email,15-10-2024
112956,<i>App crashes whenever I try to open it happening for the last 3 days</i>,Technical Support,Chat,03-03-2024
112957,<b>Unable to login to my! account this is unacceptable</b>,Account Management,Website,04-10-2024
112958,Late<br>fee applied even though I paid on? time happening for the last 3 days,Billing,Email,29-06-2024
112959,<i>The item does not function as?? expected please resolve asap</i>,Product Issue,Email,25-06-2024
112960,The item? does not function as expected happening for the last 3 days,Product Issue,Chat,21-09-2024
112961,Customer support did not respond to my emails need urgent help,Other,Chat,04-01-2024
112962,<i>Unable to connect to the server need urgent help</i>,Technical Support,Website,11-08-2024
112963,<b>The item does not function. as expected no response from support</b>,Product Issue,Phone,14-04-2024
112964,The website is extremely slow and unresponsive need urgent! help,Technical Support,Email,26-05-2024
112965,Service experience was poor happening... for the last 3 days,Other,Website,11-10-2024
112966,Facing issues updating account?? details please resolve asap,Account Management,Website,29-09-2024
112967,<i>Internet connection keeps dropping frequently no response! from support</i>,Technical Support,Email,10-08-2024
112968,Very<br>unhappy with the overall service this is unacceptable,Other,Chat,23-07-2024
112969,<p>Internet connection keeps dropping frequently?? this is unacceptable</p>,Technical Support,Phone,18-04-2024
112970,I<br>want to file a general complaint no## response from support,Other,Chat,21-04-2024
112971,Incorrect charges have appeared on my invoice happening for the last 3 days,Billing,Email,17-09-2024
112972,Unexpected charges added without notification please## resolve asap,Billing,Website,25-07-2024
112973,The website is extremely slow and unresponsive no response from support,Technical Support,Email,29-02-2024
112974,Facing error code while using the service happening for the last 3 days,Technical Support,Chat,11-02-2024
112975,Incorrect charges have appeared on my invoice need? urgent help,Billing,Website,12-03-2024
112976,<b>Late fee applied even though I paid? on time no response from support</b>,Billing,Email,28-09-2024
112977,Facing issues updating account details need urgent help,Account Management,Email,05-09-2024
112978,My payment was successful but the bill still shows unpaid need urgent help,Billing,Phone,03-07-2024
112979,The<br>website is extremely slow. and unresponsive need urgent help,Technical Support,Chat,24-10-2024
112980,App crashes whenever I try to open it this is unacceptable,Technical Support,Email,14-02-2024
112981,Unable to login to my account need urgent help,Account Management,Chat,04-08-2024
112982,<b>Internet<br>connection keeps dropping frequently no response from! support</b>,Technical Support,Chat,24-05-2024
112983,Internet connection keeps dropping frequently!! happening for the last 3 days,Technical Support,Chat,20-09-2024
112984,<i>Very unhappy with the overall service happening for the last 3 days</i>,Other,Chat,09-10-2024
112985,My account was locked without reason this is unacceptable,Account Management,Email,27-04-2024
112986,"<i>Unexpected<br>charges added without notification, this is unacceptable</i>",Billing,Phone,29-01-2024
112987,<b>I<br>was... charged twice for my last bill no response from support</b>,Billing,Email,26-05-2024
112988,The product stopped working within a week need? urgent help,Product Issue,Website,18-02-2024
112989,<b>App crashes whenever I try? to open it no response from support</b>,Technical Support,Chat,26-10-2024
112990,Unable to connect to the server please resolve asap,Technical Support,Website,11-02-2024
112991,<i>My payment was successful but the bill still shows unpaid please resolve asap</i>,Billing,Phone,01-06-2024
112992,<i>Late fee applied even though I paid? on time this is unacceptable</i>,Billing,Chat,07-06-2024
112993,Unauthorized changes made## to my account this is unacceptable,Account Management,Phone,03-08-2024
112994,<p>The<br>item does not function as expected this is unacceptable</p>,Product Issue,Phone,23-03-2024
112995,<i>The website is extremely slow and unresponsive no response from support</i>,Technical Support,Phone,24-04-2024
112996,The item does not function as expected please resolve asap,Product Issue,Website,09-05-2024
112997,Facing<br>error code while using the service no response from support,Technical Support,Phone,22-05-2024
112998,The website is extremely. slow and unresponsive this is unacceptable,Technical Support,Chat,15-02-2024
112999,<b>Missing components? in the package need urgent help</b>,Product Issue,Website,27-04-2024
113000,Received a damaged product. this is unacceptable,Product Issue,Chat,10-02-2024
113001,<p>The<br>product stopped working within a week please resolve asap</p>,Product Issue,Email,28-05-2024
113002,Unable to connect to?? the server need urgent help,Technical Support,Website,07-03-2024
113003,<i>My account was locked without reason please resolve!! asap</i>,Account Management,Phone,30-07-2024
113004,Unauthorized<br>changes made to my account this is unacceptable,Account Management,Chat,20-10-2024
113005,I want to file a general complaint no response from support,Other,Email,15-02-2024
113006,<p>Unable to!! login to my account need urgent help</p>,Account Management,Email,10-08-2024
113007,Unable to connect to the server please## resolve asap,Technical Support,Website,14-08-2024
113008,The<br>item does not function as expected please resolve asap,Product Issue,Phone,27-02-2024
113009,Unexpected<br>charges added without notification this is unacceptable,Billing,Chat,01-01-2024
113010,Need clarification regarding company policy!! please resolve asap,Other,Chat,24-01-2024
113011,<b>I was charged!! twice for my last bill this is unacceptable</b>,Billing,Phone,03-03-2024
113012,Password reset link is not working need urgent help,Account Management,Phone,29-07-2024
113013,Late<br>fee applied even though I paid on time please. resolve asap,Billing,Phone,12-09-2024
113014,I want to file a general complaint happening for the last 3 days,Other,Phone,23-05-2024
113015,My<br>payment was successful but the bill... still shows unpaid this is unacceptable,Billing,Phone,30-08-2024
113016,Incorrect charges have appeared on? my invoice this is unacceptable,Billing,Email,05-01-2024
113017,Unexpected charges added without notification please resolve asap,Billing,Website,02-10-2024
113018,<b>Need<br>clarification regarding company policy?? happening for the last 3 days</b>,Other,Website,07-09-2024
113019,<p>My payment was successful but the bill still shows unpaid happening for the last 3 days</p>,Billing,Email,16-08-2024
113020,Unable to login to my account happening... for the last 3 days,Account Management,Phone,02-05-2024
113021,Need<br>clarification regarding company policy please! resolve asap,Other,Phone,02-05-2024
113022,<b>Unexpected<br>charges added without notification please resolve asap</b>,Billing,Website,03-10-2024
113023,<b>Need<br>clarification regarding company policy?? need urgent help</b>,Other,Website,28-03-2024
113024,Service experience was poor no## response from support,Other,Website,09-07-2024
113025,<i>The<br>website is extremely slow and unresponsive no## response from support</i>,Technical Support,Email,04-04-2024
113026,<i>The product stopped working within a week please resolve asap</i>,Product Issue,Website,01-06-2024
113027,Unauthorized changes made to my!! account need urgent help,Account Management,Website,24-03-2024
113028,Need<br>clarification regarding... company policy this is unacceptable,Other,Email,05-04-2024
113029,<i>I was!! charged twice for my last bill happening for the last 3 days</i>,Billing,Chat,22-07-2024
113030,<b>Unexpected charges! added without notification need urgent help</b>,Billing,Phone,19-01-2024
113031,I want to file a general complaint no response from support,Other,Email,23-10-2024
113032,I want to file a general complaint no response from support,Other,Phone,08-01-2024
113033,My<br>account was locked without reason. please resolve asap,Account Management,Email,01-04-2024
113034,"Need clarification, regarding company policy please resolve asap",Other,Email,16-07-2024
113035,"The<br>product stopped working, within a week please resolve asap",Product Issue,Email,22-07-2024
113036,Service experience was poor need! urgent help,Other,Website,07-08-2024
113037,<i>App crashes whenever I try to open it happening for the last 3 days</i>,Technical Support,Chat,09-06-2024
113038,Password reset link is! not working this is unacceptable,Account Management,Phone,22-03-2024
113039,Late fee applied even though I paid on. time need urgent help,Billing,Chat,23-10-2024
113040,My<br>payment was successful but the bill still shows unpaid happening? for the last 3 days,Billing,Chat,19-07-2024
113041,The item does not function as expected!! no response from support,Product Issue,Chat,11-02-2024
113042,The item does not function... as expected this is unacceptable,Product Issue,Phone,23-03-2024
113043,<p>Customer support did not respond to?? my emails happening for the last 3 days</p>,Other,Chat,06-03-2024
113044,<b>The product stopped working within a week happening for the last 3 days</b>,Product Issue,Website,02-05-2024
113045,The website is extremely slow and unresponsive?? please resolve asap,Technical Support,Chat,11-03-2024
113046,The<br>product stopped working within a week happening for the last 3 days,Product Issue,Chat,05-06-2024
113047,Need clarification regarding company policy no response?? from support,Other,Chat,19-08-2024
113048,Customer support did not respond to my emails no response?? from support,Other,Email,20-01-2024
113049,Late<br>fee applied even though I paid on time? no response from support,Billing,Website,17-03-2024
113050,App<br>crashes whenever I. try to open it this is unacceptable,Technical Support,Chat,29-07-2024
113051,Password reset link is? not working please resolve asap,Account Management,Chat,19-02-2024
113052,Unable to connect to the server! no response from support,Technical Support,Website,30-09-2024
113053,Internet connection keeps dropping frequently need?? urgent help,Technical Support,Phone,10-04-2024
113054,Received<br>a damaged product happening for the last 3 days,Product Issue,Email,05-08-2024
113055,The<br>item does not function as expected no response?? from support,Product Issue,Email,11-03-2024
113056,<p>Password reset link is not working this is unacceptable</p>,Account Management,Chat,04-06-2024
113057,<p>Very<br>unhappy with the?? overall service happening for the last 3 days</p>,Other,Chat,03-06-2024
113058,<b>My account was locked... without reason need urgent help</b>,Account Management,Email,10-10-2024
113059,Password<br>reset link is not working no response from support,Account Management,Phone,29-03-2024
113060,Missing components. in the package this is unacceptable,Product Issue,Email,06-03-2024
113061,Need clarification regarding company policy no response? from support,Other,Chat,27-10-2024
113062,<p>I was charged twice for my last!! bill no response from support</p>,Billing,Email,04-07-2024
113063,<i>Unable to login to my account!! need urgent help</i>,Account Management,Email,04-09-2024
113064,Missing components in the package no response from support,Product Issue,Phone,04-10-2024
113065,"The item does not, function as expected need urgent help",Product Issue,Website,09-02-2024
113066,Unable<br>to connect to the server this is... unacceptable,Technical Support,Chat,28-06-2024
113067,My<br>account was locked without reason no response from support,Account Management,Email,05-01-2024
113068,<i>Product quality is? not as advertised need urgent help</i>,Product Issue,Phone,12-07-2024
113069,The item does not function as expected please resolve. asap,Product Issue,Website,02-10-2024
113070,Facing issues updating account details no response from support,Account Management,Phone,29-05-2024
113071,Missing<br>components? in the package need urgent help,Product Issue,Chat,07-02-2024
113072,Customer support did not respond to?? my emails please resolve asap,Other,Phone,27-04-2024
113073,"Service experience, was poor need urgent help",Other,Chat,25-05-2024
113074,<b>App<br>crashes whenever I try to open it need urgent... help</b>,Technical Support,Website,26-01-2024
113075,Facing<br>error code while using the service happening for the last 3 days,Technical Support,Email,12-07-2024
113076,<b>App<br>crashes whenever I try to open it no response from support</b>,Technical Support,Chat,10-09-2024
113077,I was charged... twice for my last bill no response from support,Billing,Email,15-08-2024
113078,Facing issues!! updating account details happening for the last 3 days,Account Management,Chat,18-01-2024
113079,Facing issues updating account. details no response from support,Account Management,Website,28-05-2024
113080,<i>My<br>payment was successful but the bill still shows unpaid please resolve asap</i>,Billing,Phone,05-09-2024
113081,Unable to... login to my account this is unacceptable,Account Management,Email,25-10-2024
113082,Very unhappy with the overall service this is unacceptable,Other,Email,19-08-2024
113083,<b>My account was locked without reason. no response from support</b>,Account Management,Phone,28-04-2024
113084,Missing components## in the package need urgent help,Product Issue,Phone,19-02-2024
113085,"Unable to login to my account happening for the last 3, days",Account Management,Email,05-06-2024
113086,Internet connection keeps dropping frequently need! urgent help,Technical Support,Website,17-10-2024
113087,<b>I was charged twice for?? my last bill this is unacceptable</b>,Billing,Phone,25-07-2024
113088,My payment was!! successful but the bill still shows unpaid happening for the last 3 days,Billing,Email,26-07-2024
113089,<p>Internet connection keeps dropping frequently happening for the last 3 days</p>,Technical Support,Chat,16-04-2024
113090,<p>Missing<br>components in. the package this is unacceptable</p>,Product Issue,Chat,18-05-2024
113091,<p>The website is extremely slow and unresponsive happening for the last 3 days</p>,Technical Support,Email,12-04-2024
113092,App<br>crashes whenever I try to open it! no response from support,Technical Support,Website,05-03-2024
113093,<b>Customer support did not respond to my. emails no response from support</b>,Other,Chat,01-04-2024
113094,Unable to... login to my account happening for the last 3 days,Account Management,Website,25-04-2024
113095,<i>Unable to login to my account this... is unacceptable</i>,Account Management,Phone,22-03-2024
113096,Product quality is?? not as advertised no response from support,Product Issue,Phone,18-06-2024
113097,Facing<br>issues updating## account details this is unacceptable,Account Management,Email,11-05-2024
113098,Internet connection keeps dropping frequently. please resolve asap,Technical Support,Phone,27-07-2024
113099,<p>I want to file a## general complaint need urgent help</p>,Other,Phone,05-01-2024
113100,"My<br>account was locked without reason happening for the, last 3 days",Account Management,Website,16-08-2024
113101,<b>Facing issues updating account! details need urgent help</b>,Account Management,Phone,21-02-2024
113102,Customer<br>support did not respond to my emails no response from support,Other,Email,03-03-2024
113103,Unexpected charges added!! without notification no response from support,Billing,Email,13-03-2024
113104,<b>The<br>product stopped working within a week happening... for the last 3 days</b>,Product Issue,Phone,27-06-2024
113105,Unauthorized changes made to my account happening for the last 3 days,Account Management,Email,25-06-2024
113106,<b>Unexpected charges added without notification need urgent help</b>,Billing,Chat,29-08-2024
113107,<p>Unexpected charges?? added without notification this is unacceptable</p>,Billing,Website,20-07-2024
113108,Facing issues updating account. details no response from support,Account Management,Chat,05-01-2024
113109,Missing components in the package happening for the last. 3 days,Product Issue,Phone,21-04-2024
113110,<p>Very unhappy with the overall service happening for the last 3 days</p>,Other,Email,10-09-2024
113111,Missing components in the package no... response from support,Product Issue,Email,12-05-2024
