complaint_id,complaint_text,category,submitted_via,created_date,cleaned_text
112862,<i>Game advertisements are too frequent and annoying no response from support</i>,Other,Email,20-06-2024,game advertisement frequent annoying response support
112863,<p>The<br>game freezes during gameplay and I lose progress this is unacceptable</p>,Technical Support,Email,28-05-2024,game freeze gameplay lose progress unacceptable
112864,Unexpected charges appeared on my! GAME-ON account this is unacceptable,Billing,Phone,29-02-2024,unexpected charge appear game account unacceptable
112865,"Billing amount is higher than what was shown, in the app happening for the last 3 days",Billing,Phone,13-01-2024,billing amount high show app happen last day
112866,"<i>Unable to log in, to my GAME-ON account no response from support</i>",Account Management,Phone,19-02-2024,unable log game account response support
112867,Subscription payment succeeded but premium features are locked no response... from support,Billing,Phone,21-04-2024,subscription payment succeed premium feature lock response support
112868,<b>I<br>was charged twice for an in-game purchase? please resolve asap</b>,Billing,Website,13-07-2024,charge twice game purchase please resolve asap
112869,Game characters are unbalanced and unfair need urgent? help,Product Issue,Chat,15-02-2024,game character unbalanced unfair need urgent help
112870,<i>Need clarification about GAME-ON policies. this is unacceptable</i>,Other,Email,14-08-2024,need clarification game policy unacceptable
112871,I<br>want to give. feedback about the game no response from support,Other,Phone,20-04-2024,want give feedback game response support
112872,In-game rewards are not credited after completing missions?? happening for the last 3 days,Product Issue,Phone,03-07-2024,game reward credit complete mission happen last day
112873,Matchmaking is? unfair and places me with very high-level players happening for the last 3 days,Product Issue,Website,02-05-2024,matchmaking unfair place high level player happen last day
112874,Unexpected charges appeared on my?? GAME-ON account need urgent help,Billing,Website,04-02-2024,unexpected charge appear game account need urgent help
112875,Daily challenges are missing in GAME-ON happening for the last? 3 days,Product Issue,Website,06-01-2024,daily challenge miss game happen last day
112876,Unable to link my social media account to GAME-ON this is unacceptable,Account Management,Phone,07-09-2024,unable link social medium account game unacceptable
112877,Payment failed! but amount was deducted from my bank this is unacceptable,Billing,Chat,09-05-2024,payment fail amount deduct bank unacceptable
112878,Lost access to my account after recent! update this is unacceptable,Account Management,Email,16-07-2024,lose access account recent update unacceptable
112879,GAME-ON keeps showing network error despite stable internet happening for... the last 3 days,Technical Support,Chat,24-10-2024,game keep show network error despite stable internet happen last day
112880,I was charged twice for an in-game purchase happening for the last 3 days,Billing,Website,11-01-2024,charge twice game purchase happen last day
112881,Purchased skins are not... showing in my inventory this is unacceptable,Product Issue,Chat,17-06-2024,purchase skin show inventory unacceptable
112882,GAME-ON keeps showing network error despite stable internet## no response from support,Technical Support,Email,25-04-2024,game keep show network error despite stable internet response support
112883,<i>The<br>game freezes during gameplay! and I lose progress please resolve asap</i>,Technical Support,Phone,26-10-2024,game freeze gameplay lose progress please resolve asap
112884,GAME-ON keeps showing network error despite stable internet please resolve asap,Technical Support,Website,21-02-2024,game keep show network error despite stable internet please resolve asap
112885,<i>Achievements are not unlocking as expected please... resolve asap</i>,Product Issue,Website,14-05-2024,achievement unlock expect please resolve asap
112886,<b>In-game rewards are not credited after completing missions this is unacceptable</b>,Product Issue,Website,31-08-2024,game reward credit complete mission unacceptable
112887,<i>Customer support is not responding to my tickets happening for the last 3 days</i>,Other,Phone,20-07-2024,customer support respond ticket happen last day
112888,Daily<br>challenges are missing in? GAME-ON please resolve asap,Product Issue,Phone,14-02-2024,daily challenge miss game please resolve asap
112889,Poor<br>service and lack of proper support no response from support,Other,Phone,07-09-2024,poor service lack proper support response support
112890,<i>Daily challenges are missing in GAME-ON this is unacceptable</i>,Product Issue,Phone,05-04-2024,daily challenge miss game unacceptable
112891,Game updates fail to install properly no response from support,Technical Support,Chat,23-05-2024,game update fail install properly response support
112892,<i>Voice chat is not working during## multiplayer games happening for the last 3 days</i>,Technical Support,Chat,22-03-2024,voice chat work multiplayer game happen last day
112893,Game advertisements are too frequent and annoying. this is unacceptable,Other,Phone,21-08-2024,game advertisement frequent annoying unacceptable
112894,Subscription<br>payment... succeeded but premium features are locked no response from support,Billing,Phone,18-03-2024,subscription payment succeed premium feature lock response support
112895,<b>Unable<br>to log## in to my GAME-ON account happening for the last 3 days</b>,Account Management,Website,13-05-2024,unable log game account happen last day
112896,Game<br>characters are unbalanced and unfair happening for the! last 3 days,Product Issue,Email,11-04-2024,game character unbalanced unfair happen last day
112897,The game freezes?? during gameplay and I lose progress this is unacceptable,Technical Support,Email,13-02-2024,game freeze gameplay lose progress unacceptable
112898,<i>Subscription<br>payment succeeded but premium features are locked please resolve asap</i>,Billing,Phone,09-04-2024,subscription payment succeed premium feature lock please resolve asap
112899,Unable<br>to link my social media account to GAME-ON happening for the last 3!! days,Account Management,Chat,02-05-2024,unable link social medium account game happen last day
112900,I was charged twice for an in-game purchase no response from support,Billing,Email,08-05-2024,charge twice game purchase response support
112901,GAME-ON<br>crashes!! every time I try to start a match no response from support,Technical Support,Website,01-05-2024,game crash every time try start match response support
112902,<b>Purchased<br>skins are not showing in my inventory this is!! unacceptable</b>,Product Issue,Email,14-09-2024,purchase skin show inventory unacceptable
112903,Password reset email is not arriving happening for the last 3 days,Account Management,Email,07-01-2024,password reset email arrive happen last day
112904,<i>Money<br>was deducted but game coins were not credited no response## from support</i>,Billing,Email,22-06-2024,money deduct game coin credit response support
112905,The app experience has worsened after recent updates happening for the last 3 days,Other,Chat,06-07-2024,app experience worsen recent update happen last day
112906,Purchased<br>skins are not showing in my inventory this is unacceptable,Product Issue,Email,06-02-2024,purchase skin show inventory unacceptable
112907,The app experience has worsened after recent updates please resolve asap,Other,Chat,22-01-2024,app experience worsen recent update please resolve asap
112908,Customer support is not responding to! my tickets need urgent help,Other,Phone,21-08-2024,customer support respond ticket need urgent help
112909,I was charged twice for an in-game purchase happening for the last 3 days,Billing,Email,12-10-2024,charge twice game purchase happen last day
112910,Need<br>clarification about GAME-ON policies this is unacceptable,Other,Phone,21-03-2024,need clarification game policy unacceptable
112911,<p>Poor service and lack of proper support## no response from support</p>,Other,Website,29-09-2024,poor service lack proper support response support
112912,Money<br>was deducted but game coins were not## credited please resolve asap,Billing,Website,17-04-2024,money deduct game coin credit please resolve asap
112913,<i>Money<br>was?? deducted but game coins were not credited no response from support</i>,Billing,Chat,18-02-2024,money deduct game coin credit response support
112914,Achievements<br>are? not unlocking as expected happening for the last 3 days,Product Issue,Chat,22-04-2024,achievement unlock expect happen last day
112915,<i>Voice chat is. not working during multiplayer games please resolve asap</i>,Technical Support,Chat,08-01-2024,voice chat work multiplayer game please resolve asap
112916,<i>Billing amount is higher than what was shown in the app this is unacceptable</i>,Billing,Phone,16-07-2024,billing amount high show app unacceptable
112917,<i>Very<br>disappointed... with the overall GAME-ON experience please resolve asap</i>,Other,Email,25-05-2024,disappointed overall game experience please resolve asap
112918,<p>In-game rewards are not?? credited after completing missions no response from support</p>,Product Issue,Email,02-08-2024,game reward credit complete mission response support
112919,Game advertisements are too frequent and annoying happening for the last 3 days,Other,Website,17-07-2024,game advertisement frequent annoying happen last day
112920,"Game<br>advertisements are too frequent and annoying happening for, the last 3 days",Other,Website,06-04-2024,game advertisement frequent annoying happen last day
112921,Lost access to my account after recent update happening for the last 3 days,Account Management,Email,22-02-2024,lose access account recent update happen last day
112922,<b>Unable to log in to my GAME-ON! account need urgent help</b>,Account Management,Website,01-03-2024,unable log game account need urgent help
112923,Unable to log in to? my GAME-ON account no response from support,Account Management,Chat,12-10-2024,unable log game account response support
112924,Unable to connect to GAME-ON servers no response? from support,Technical Support,Phone,30-08-2024,unable connect game server response support
112925,Password reset email is not. arriving please resolve asap,Account Management,Chat,27-05-2024,password reset email arrive please resolve asap
112926,<b>Customer support is not responding to my tickets need? urgent help</b>,Other,Chat,11-03-2024,customer support respond ticket need urgent help
112927,<i>Game<br>characters are unbalanced? and unfair no response from support</i>,Product Issue,Email,26-06-2024,game character unbalanced unfair response support
112928,Someone<br>else accessed my... GAME-ON account happening for the last 3 days,Account Management,Website,11-02-2024,someone else access game account happen last day
112929,<b>Unable to link my social media account to GAME-ON happening for the last 3 days</b>,Account Management,Chat,14-09-2024,unable link social medium account game happen last day
112930,Purchased skins are not showing in my inventory need urgent help,Product Issue,Website,27-08-2024,purchase skin show inventory need urgent help
112931,<p>In-game<br>rewards are not credited after completing## missions no response from support</p>,Product Issue,Phone,04-05-2024,game reward credit complete mission response support
112932,Unable<br>to link my social media account to GAME-ON this. is unacceptable,Account Management,Website,02-02-2024,unable link social medium account game unacceptable
112933,<b>Poor<br>service and lack of proper support happening... for the last 3 days</b>,Other,Phone,10-03-2024,poor service lack proper support happen last day
112934,Unable to log in to my GAME-ON account this is unacceptable,Account Management,Website,27-05-2024,unable log game account unacceptable
112935,Need clarification about GAME-ON policies this is unacceptable,Other,Phone,02-03-2024,need clarification game policy unacceptable
112936,<p>Progress is not saved after## finishing levels this is unacceptable</p>,Product Issue,Chat,15-01-2024,progress save finishing level unacceptable
112937,"Billing<br>amount is higher than what was shown in the app need, urgent help",Billing,Phone,06-09-2024,billing amount high show app need urgent help
112938,Account<br>progress disappeared after logging in no response from? support,Account Management,Website,07-03-2024,account progress disappear log response support
112939,Purchased skins are not showing in my inventory please resolve! asap,Product Issue,Website,19-02-2024,purchase skin show inventory please resolve asap
112940,Game advertisements are too frequent and annoying happening## for the last 3 days,Other,Website,11-05-2024,game advertisement frequent annoying happen last day
112941,In-game rewards are not. credited after completing missions happening for the last 3 days,Product Issue,Email,29-04-2024,game reward credit complete mission happen last day
112942,<i>Unable to connect?? to GAME-ON servers happening for the last 3 days</i>,Technical Support,Email,17-03-2024,unable connect game server happen last day
112943,<b>Game<br>characters! are unbalanced and unfair happening for the last 3 days</b>,Product Issue,Phone,30-05-2024,game character unbalanced unfair happen last day
112944,Unexpected charges appeared## on my GAME-ON account please resolve asap,Billing,Website,15-03-2024,unexpected charge appear game account please resolve asap
112945,Achievements are! not unlocking as expected happening for the last 3 days,Product Issue,Chat,13-07-2024,achievement unlock expect happen last day
112946,Very disappointed with the overall GAME-ON. experience happening for the last 3 days,Other,Chat,06-02-2024,disappointed overall game experience happen last day
112947,I want to! give feedback about the game this is unacceptable,Other,Email,18-08-2024,want give feedback game unacceptable
112948,Lost access? to my account after recent update please resolve asap,Account Management,Chat,06-02-2024,lose access account recent update please resolve asap
112949,Game<br>advertisements are too!! frequent and annoying need urgent help,Other,Phone,21-03-2024,game advertisement frequent annoying need urgent help
112950,<p>GAME-ON keeps showing network error despite stable internet happening for the last 3 days</p>,Technical Support,Phone,18-05-2024,game keep show network error despite stable internet happen last day
112951,"I was charged twice for an, in-game purchase this is unacceptable",Billing,Chat,17-04-2024,charge twice game purchase unacceptable
112952,Need clarification about GAME-ON policies this is unacceptable,Other,Website,02-10-2024,need clarification game policy unacceptable
112953,I want to give feedback about the game this is unacceptable,Other,Chat,18-08-2024,want give feedback game unacceptable
112954,<b>Subscription payment succeeded but premium features are locked this is unacceptable</b>,Billing,Phone,24-03-2024,subscription payment succeed premium feature lock unacceptable
112955,<p>Progress is not saved after finishing levels?? need urgent help</p>,Product Issue,Chat,05-03-2024,progress save finish level need urgent help
112956,"Refund for cancelled, purchase has not been received need urgent help",Billing,Phone,23-01-2024,refund cancel purchase receive need urgent help
112957,<i>Daily challenges are missing in GAME-ON no... response from support</i>,Product Issue,Email,27-03-2024,daily challenge miss game response support
112958,"<p>Subscription<br>payment succeeded but premium features are, locked this is unacceptable</p>",Billing,Website,22-01-2024,subscription payment succeed premium feature lock unacceptable
112959,I was. charged twice for an in-game purchase this is unacceptable,Billing,Email,19-03-2024,charge twice game purchase unacceptable
112960,Unable<br>to link my social media account to GAME-ON no response from## support,Account Management,Email,04-04-2024,unable link social medium account game response support
112961,Money was deducted but game coins were not credited no!! response from support,Billing,Chat,26-05-2024,money deduct game coin credit response support
112962,Refund for cancelled purchase has not been received need urgent help,Billing,Chat,12-01-2024,refund cancel purchase receive need urgent help
112963,<i>Poor service and lack of proper support this is unacceptable</i>,Other,Website,13-04-2024,poor service lack proper support unacceptable
112964,Need clarification about GAME-ON policies? no response from support,Other,Chat,22-07-2024,need clarification game policy response support
112965,Progress is not saved after?? finishing levels need urgent help,Product Issue,Website,21-04-2024,progress save finishing level need urgent help
112966,"Poor service and lack, of proper support happening for the last 3 days",Other,Phone,21-07-2024,poor service lack proper support happen last day
112967,"Customer support is not responding to, my tickets this is unacceptable",Other,Email,11-04-2024,customer support respond ticket unacceptable
112968,Voice chat is not working during multiplayer games need urgent help,Technical Support,Phone,12-07-2024,voice chat work multiplayer game need urgent help
112969,Customer support is not responding to my... tickets please resolve asap,Other,Chat,25-04-2024,customer support respond ticket please resolve asap
112970,<i>Very disappointed with the overall GAME-ON experience need urgent help</i>,Other,Website,02-07-2024,disappointed overall game experience need urgent help
112971,Lost access to my?? account after recent update please resolve asap,Account Management,Website,12-06-2024,lose access account recent update please resolve asap
112972,<b>Daily challenges are missing in GAME-ON no response from support</b>,Product Issue,Email,01-08-2024,daily challenge miss game response support
112973,"<p>GAME-ON crashes every time I try to start a match happening for the, last 3 days</p>",Technical Support,Email,12-02-2024,game crash every time try start match happen last day
112974,Need<br>clarification about GAME-ON policies no response from support,Other,Phone,14-08-2024,need clarification game policy response support
112975,"<i>Daily challenges are missing in GAME-ON this is, unacceptable</i>",Product Issue,Phone,21-10-2024,daily challenge miss game unacceptable
112976,<i>The<br>game freezes during gameplay and I lose progress. need urgent help</i>,Technical Support,Email,27-09-2024,game freeze gameplay lose progress need urgent help
112977,The app experience has worsened after recent updates. no response from support,Other,Website,11-07-2024,app experience worsen recent update response support
112978,Account progress disappeared## after logging in happening for the last 3 days,Account Management,Phone,06-09-2024,account progress disappear log happen last day
112979,Game updates fail to install properly need!! urgent help,Technical Support,Phone,30-09-2024,game update fail install properly need urgent help
112980,<i>High<br>ping and severe lag while playing online matches happening for the last 3 days</i>,Technical Support,Chat,02-08-2024,high ping severe lag play online match happen last day
112981,<i>Unable<br>to connect to GAME-ON servers happening for the last 3 days</i>,Technical Support,Email,11-04-2024,unable connect game server happen last day
112982,<i>Unable<br>to log in to my GAME-ON account no response from support</i>,Account Management,Phone,13-10-2024,unable log game account response support
112983,Very<br>disappointed with the overall? GAME-ON experience need urgent help,Other,Email,13-04-2024,disappointed overall game experience need urgent help
112984,Account progress disappeared after logging in no response from support,Account Management,Phone,04-03-2024,account progress disappear log response support
112985,<b>Unable<br>to log in to my GAME-ON account need?? urgent help</b>,Account Management,Phone,02-03-2024,unable log game account need urgent help
112986,<p>Game advertisements are too frequent and annoying need?? urgent help</p>,Other,Website,19-02-2024,game advertisement frequent annoying need urgent help
112987,<p>Daily<br>challenges are missing in GAME-ON please resolve asap</p>,Product Issue,Chat,08-03-2024,daily challenge miss game please resolve asap
112988,<p>I want? to give feedback about the game please resolve asap</p>,Other,Email,11-03-2024,want give feedback game please resolve asap
112989,My account was banned without?? any explanation this is unacceptable,Account Management,Chat,02-05-2024,account ban without explanation unacceptable
112990,<b>Unexpected charges appeared on my GAME-ON account!! please resolve asap</b>,Billing,Chat,26-10-2024,unexpected charge appear game account please resolve asap
112991,<b>Password reset email!! is not arriving no response from support</b>,Account Management,Email,23-05-2024,password reset email arrive response support
112992,<i>Progress is not saved after finishing levels this is unacceptable</i>,Product Issue,Email,16-02-2024,progress save finish level unacceptable
112993,Purchased skins are not showing in my?? inventory this is unacceptable,Product Issue,Chat,04-07-2024,purchase skin show inventory unacceptable
112994,<p>Voice<br>chat... is not working during multiplayer games this is unacceptable</p>,Technical Support,Chat,23-01-2024,voice chat work multiplayer game unacceptable
112995,"Matchmaking is unfair and places me with very high-level players happening for the last 3, days",Product Issue,Phone,06-05-2024,matchmaking unfair place high level player happen last day
112996,<b>Money<br>was deducted but game coins were not? credited please resolve asap</b>,Billing,Phone,24-06-2024,money deduct game coin credit please resolve asap
112997,I want to give feedback about the game this is unacceptable,Other,Website,01-09-2024,want give feedback game unacceptable
112998,"I was charged twice, for an in-game purchase no response from support",Billing,Chat,27-04-2024,charge twice game purchase response support
112999,<b>GAME-ON keeps showing network error despite stable internet no response? from support</b>,Technical Support,Website,07-01-2024,game keep show network error despite stable internet response support
113000,<b>Password reset email is not arriving? need urgent help</b>,Account Management,Chat,17-02-2024,password reset email arrive need urgent help
113001,GAME-ON crashes every time I try to. start a match need urgent help,Technical Support,Website,03-07-2024,game crash every time try start match need urgent help
113002,Progress is!! not saved after finishing levels need urgent help,Product Issue,Phone,14-08-2024,progress save finish level need urgent help
113003,The app experience has worsened after recent updates. happening for the last 3 days,Other,Website,17-05-2024,app experience worsen recent update happen last day
113004,The game freezes during gameplay and I lose... progress please resolve asap,Technical Support,Chat,19-07-2024,game freeze gameplay lose progress please resolve asap
113005,Subscription<br>payment succeeded but premium features are!! locked need urgent help,Billing,Chat,06-01-2024,subscription payment succeed premium feature lock need urgent help
113006,Game updates fail to install properly happening for the last 3 days,Technical Support,Phone,21-04-2024,game update fail install properly happen last day
113007,Unable to connect to!! GAME-ON servers this is unacceptable,Technical Support,Website,07-10-2024,unable connect game server unacceptable
113008,Matchmaking<br>is unfair and places me with very high-level players no response! from support,Product Issue,Website,31-03-2024,matchmaking unfair place high level player response support
113009,My account was banned## without any explanation need urgent help,Account Management,Website,02-09-2024,account ban without explanation need urgent help
113010,"Purchased skins are not showing in my inventory no, response from support",Product Issue,Phone,20-09-2024,purchase skin show inventory response support
113011,Someone else accessed my GAME-ON account please## resolve asap,Account Management,Website,05-04-2024,someone else access game account please resolve asap
113012,<p>In-game<br>rewards are not. credited after completing missions please resolve asap</p>,Product Issue,Chat,04-02-2024,game reward credit complete mission please resolve asap
113013,<b>Voice chat is not working during multiplayer games!! need urgent help</b>,Technical Support,Email,30-01-2024,voice chat work multiplayer game need urgent help
113014,<p>Very disappointed with the overall GAME-ON experience this is unacceptable</p>,Other,Website,22-09-2024,disappointed overall game experience unacceptable
113015,"I want to give feedback about the, game this is unacceptable",Other,Phone,15-07-2024,want give feedback game unacceptable
113016,"<b>Password reset email is not arriving, need urgent help</b>",Account Management,Chat,13-08-2024,password reset email arrive need urgent help
113017,<b>GAME-ON crashes every time I try to start... a match this is unacceptable</b>,Technical Support,Phone,08-10-2024,game crash every time try start match unacceptable
113018,"Unable to connect to GAME-ON servers, please resolve asap",Technical Support,Chat,07-03-2024,unable connect game server please resolve asap
113019,Need<br>clarification... about GAME-ON policies please resolve asap,Other,Website,25-05-2024,need clarification game policy please resolve asap
113020,Achievements<br>are not unlocking as expected this is unacceptable,Product Issue,Email,24-08-2024,achievement unlock expect unacceptable
113021,Unable to connect to GAME-ON servers!! this is unacceptable,Technical Support,Chat,21-10-2024,unable connect game server unacceptable
113022,Voice chat... is not working during multiplayer games happening for the last 3 days,Technical Support,Email,23-03-2024,voice chat work multiplayer game happen last day
113023,I was charged twice for an in-game purchase please resolve asap,Billing,Chat,29-09-2024,charge twice game purchase please resolve asap
113024,Lost access to my account after recent update please resolve asap,Account Management,Website,27-08-2024,lose access account recent update please resolve asap
113025,Billing amount is higher than what was shown in the app no response? from support,Billing,Email,18-08-2024,billing amount high show app response support
113026,<b>Achievements are not unlocking as... expected happening for the last 3 days</b>,Product Issue,Phone,06-09-2024,achievement unlock expect happen last day
113027,Someone else accessed my GAME-ON account need urgent help,Account Management,Chat,02-10-2024,someone else access game account need urgent help
113028,<p>Password reset email is not arriving need urgent help</p>,Account Management,Email,08-03-2024,password reset email arrive need urgent help
113029,<i>Matchmaking is unfair and places me with very high-level players please resolve?? asap</i>,Product Issue,Email,23-10-2024,matchmaking unfair place high level player please resolve asap
113030,Progress<br>is not saved after finishing?? levels please resolve asap,Product Issue,Chat,07-05-2024,progress save finish level please resolve asap
113031,My account was banned!! without any explanation need urgent help,Account Management,Phone,13-04-2024,account ban without explanation need urgent help
113032,<p>Purchased skins are not showing in my inventory no response from... support</p>,Product Issue,Phone,13-10-2024,purchase skin show inventory response support
113033,<i>The game freezes during gameplay and I lose progress happening for the last 3 days</i>,Technical Support,Chat,23-03-2024,game freeze gameplay lose progress happen last day
113034,<i>High<br>ping and severe lag while playing online## matches please resolve asap</i>,Technical Support,Chat,16-09-2024,high ping severe lag play online match please resolve asap
113035,"Unable<br>to link my social media account to GAME-ON happening for, the last 3 days",Account Management,Website,25-06-2024,unable link social medium account game happen last day
113036,<i>Game<br>advertisements are too frequent and annoying please. resolve asap</i>,Other,Email,11-03-2024,game advertisement frequent annoying please resolve asap
113037,<p>Someone<br>else? accessed my GAME-ON account need urgent help</p>,Account Management,Email,03-06-2024,someone else access game account need urgent help
113038,In-game rewards are not credited after. completing missions please resolve asap,Product Issue,Chat,18-03-2024,game reward credit complete mission please resolve asap
113039,Payment failed but amount was deducted from my bank this is unacceptable,Billing,Chat,09-05-2024,payment fail amount deduct bank unacceptable
113040,<b>I<br>want to give feedback about the game no response from support</b>,Other,Chat,04-06-2024,want give feedback game response support
113041,<i>Unexpected<br>charges appeared on my GAME-ON account need urgent help</i>,Billing,Phone,26-07-2024,unexpected charge appear game account need urgent help
113042,Matchmaking is unfair and places me with very high-level players?? please resolve asap,Product Issue,Website,16-04-2024,matchmaking unfair place high level player please resolve asap
113043,Subscription<br>payment succeeded but premium features are? locked please resolve asap,Billing,Email,28-01-2024,subscription payment succeed premium feature lock please resolve asap
113044,"Need clarification about GAME-ON policies, no response from support",Other,Chat,30-08-2024,need clarification game policy response support
113045,<i>Money was deducted but game coins were not credited need urgent help</i>,Billing,Email,30-03-2024,money deduct game coin credit need urgent help
113046,<i>I<br>was charged twice for an in-game purchase this!! is unacceptable</i>,Billing,Website,11-10-2024,charge twice game purchase unacceptable
113047,The<br>game freezes?? during gameplay and I lose progress please resolve asap,Technical Support,Email,19-07-2024,game freeze gameplay lose progress please resolve asap
113048,<p>Billing amount is higher than what was shown in the app no response from support</p>,Billing,Website,05-02-2024,billing amount high show app response support
113049,The<br>app experience has worsened after recent updates this is unacceptable,Other,Chat,21-02-2024,app experience worsen recent update unacceptable
113050,I<br>was charged!! twice for an in-game purchase this is unacceptable,Billing,Website,03-06-2024,charge twice game purchase unacceptable
113051,The<br>game freezes during gameplay and I lose progress happening for the last 3 days,Technical Support,Chat,16-06-2024,game freeze gameplay lose progress happen last day
113052,Game advertisements are too frequent. and annoying this is unacceptable,Other,Phone,08-06-2024,game advertisement frequent annoying unacceptable
113053,Unexpected charges appeared on my!! GAME-ON account happening for the last 3 days,Billing,Website,12-01-2024,unexpected charge appear game account happen last day
113054,<p>Achievements<br>are not unlocking... as expected this is unacceptable</p>,Product Issue,Website,27-04-2024,achievement unlock expect unacceptable
113055,Voice chat is not working during multiplayer games happening for the last 3 days,Technical Support,Chat,23-04-2024,voice chat work multiplayer game happen last day
113056,"<p>My account was banned without any explanation need urgent, help</p>",Account Management,Phone,01-08-2024,account ban without explanation need urgent help
113057,<i>Account progress disappeared after logging in... please resolve asap</i>,Account Management,Chat,07-05-2024,account progress disappear log please resolve asap
113058,In-game rewards are not credited!! after completing missions no response from support,Product Issue,Chat,22-06-2024,game reward credit complete mission response support
113059,"Money was deducted but game coins were not credited happening, for the last 3 days",Billing,Chat,03-06-2024,money deduct game coin credit happen last day
113060,High ping and severe lag while playing online matches no response from support,Technical Support,Email,22-03-2024,high ping severe lag play online match response support
113061,Matchmaking<br>is unfair and places me with very high-level players this is unacceptable,Product Issue,Chat,02-07-2024,matchmaking unfair place high level player unacceptable
113062,Lost<br>access to my account?? after recent update please resolve asap,Account Management,Chat,11-09-2024,lose access account recent update please resolve asap
113063,Refund for cancelled purchase has not been received no response from support,Billing,Website,11-02-2024,refund cancel purchase receive response support
113064,<b>Unable to link my social media account to GAME-ON need urgent help</b>,Account Management,Email,21-10-2024,unable link social medium account game need urgent help
113065,Someone else accessed my GAME-ON account. please resolve asap,Account Management,Email,17-04-2024,someone else access game account please resolve asap
113066,Subscription payment succeeded. but premium features are locked please resolve asap,Billing,Website,11-03-2024,subscription payment succeed premium feature lock please resolve asap
113067,Achievements<br>are not unlocking as expected need? urgent help,Product Issue,Chat,29-03-2024,achievement unlock expect need urgent help
113068,Progress<br>is not saved after finishing levels no? response from support,Product Issue,Chat,07-05-2024,progress save finish level response support
113069,Daily challenges are missing in GAME-ON happening for the last 3 days,Product Issue,Email,17-04-2024,daily challenge miss game happen last day
113070,<p>Game characters are unbalanced and unfair need urgent help</p>,Product Issue,Chat,03-06-2024,game character unbalanced unfair need urgent help
113071,GAME-ON crashes every time I try to start a match no response from support,Technical Support,Website,12-09-2024,game crash every time try start match response support
113072,In-game rewards are not credited after completing missions happening? for the last 3 days,Product Issue,Chat,19-10-2024,game reward credit complete mission happen last day
113073,My account was banned without any explanation happening for the last 3 days,Account Management,Website,07-02-2024,account ban without explanation happen last day
113074,Payment failed but amount was deducted from my... bank please resolve asap,Billing,Phone,02-09-2024,payment fail amount deduct bank please resolve asap
113075,My account was banned without any explanation need urgent help,Account Management,Phone,02-04-2024,account ban without explanation need urgent help
113076,Unable to connect to GAME-ON servers no response from support,Technical Support,Website,03-07-2024,unable connect game server response support
113077,Progress is not saved after finishing levels no response from. support,Product Issue,Email,16-03-2024,progress save finish level response support
113078,Poor<br>service## and lack of proper support need urgent help,Other,Chat,19-01-2024,poor service lack proper support need urgent help
113079,Money was deducted but game coins were not credited need urgent help,Billing,Website,31-05-2024,money deduct game coin credit need urgent help
113080,<p>Daily challenges are missing in GAME-ON## this is unacceptable</p>,Product Issue,Chat,23-09-2024,daily challenge miss game unacceptable
113081,Achievements are not unlocking as expected happening for the last? 3 days,Product Issue,Chat,12-01-2024,achievement unlock expect happen last day
113082,My account was?? banned without any explanation this is unacceptable,Account Management,Phone,24-08-2024,account ban without explanation unacceptable
113083,"Unable<br>to connect, to GAME-ON servers need urgent help",Technical Support,Website,19-05-2024,unable connect game server need urgent help
113084,<b>Password reset## email is not arriving need urgent help</b>,Account Management,Chat,30-04-2024,password reset email arrive need urgent help
113085,Matchmaking is unfair and places me with very high-level players please! resolve asap,Product Issue,Website,15-06-2024,matchmaking unfair place high level player please resolve asap
113086,Matchmaking<br>is unfair and places me with very high-level players no response## from support,Product Issue,Phone,12-09-2024,matchmaking unfair place high level player response support
113087,<b>Money was deducted but game coins were not credited need urgent help</b>,Billing,Phone,24-09-2024,money deduct game coin credit need urgent help
113088,Password reset email is not arriving## please resolve asap,Account Management,Chat,23-06-2024,password reset email arrive please resolve asap
113089,"<i>Billing amount is higher than what was shown in, the app happening for the last 3 days</i>",Billing,Phone,09-04-2024,billing amount high show app happen last day
113090,The game freezes## during gameplay and I lose progress happening for the last 3 days,Technical Support,Chat,13-08-2024,game freeze gameplay lose progress happen last day
113091,Matchmaking is unfair and places me with very high-level players happening for... the last 3 days,Product Issue,Website,27-10-2024,matchmaking unfair place high level player happen last day
113092,<p>I want to give feedback about the game? no response from support</p>,Other,Email,27-02-2024,want give feedback game response support
113093,High<br>ping and severe lag. while playing online matches happening for the last 3 days,Technical Support,Chat,21-03-2024,high ping severe lag play online match happen last day
113094,<i>Password<br>reset. email is not arriving need urgent help</i>,Account Management,Phone,19-03-2024,password reset email arrive need urgent help
113095,"<i>Refund<br>for cancelled, purchase has not been received no response from support</i>",Billing,Email,16-01-2024,refund cancel purchase receive response support
113096,High<br>ping and severe lag while playing online matches need urgent help,Technical Support,Phone,25-06-2024,high ping severe lag play online match need urgent help
113097,Someone else accessed my GAME-ON!! account need urgent help,Account Management,Email,19-05-2024,someone else access game account need urgent help
113098,<p>Progress is not saved after finishing levels need## urgent help</p>,Product Issue,Phone,09-09-2024,progress save finish level need urgent help
113099,Very<br>disappointed! with the overall GAME-ON experience no response from support,Other,Phone,21-10-2024,disappointed overall game experience response support
113100,<b>Purchased<br>skins are not! showing in my inventory no response from support</b>,Product Issue,Phone,09-06-2024,purchase skin show inventory response support
113101,Customer<br>support is not responding to my tickets happening for? the last 3 days,Other,Website,30-04-2024,customer support respond ticket happen last day
